,year,exp,imp,value,tot_production,tot_expenditure,share,cost,A,B,C
182,1997,BAL,USA,174.108162359597,22377.809,15235673.0,1.14276645e-05,0.09802852,BAL_USA,BAL_1997,USA_1997
183,1997,BGR,USA,183.51087859139756,24225.986,15235673.0,1.2044816e-05,0.073968105,BGR_USA,BGR_1997,USA_1997
184,1997,BLX,USA,12541.92449053803,544784.94,15235673.0,0.0008231946,0.02723656,BLX_USA,BLX_1997,USA_1997
185,1997,BRA,USA,10570.334001462774,1420617.9,15235673.0,0.00069378846,0.0527471,BRA_USA,BRA_1997,USA_1997
186,1997,CAN,USA,168586.6000552825,1130851.9,15235673.0,0.011065255,0.020452822,CAN_USA,CAN_1997,USA_1997
187,1997,CHN,USA,52464.65181779453,2480755.0,15235673.0,0.00344354,0.05115694,CHN_USA,CHN_1997,USA_1997
188,1997,CZE,USA,1562.8131495226407,138889.03,15235673.0,0.00010257592,0.047692604,CZE_USA,CZE_1997,USA_1997
189,1997,DEU,USA,52122.3271496026,3708413.5,15235673.0,0.0034210715,0.025760895,DEU_USA,DEU_1997,USA_1997
190,1997,DNK,USA,3779.0618481536612,278356.72,15235673.0,0.00024804036,0.039698165,DNK_USA,DNK_1997,USA_1997
191,1997,ESP,USA,6461.659145921565,1084757.0,15235673.0,0.0004241138,0.06472586,ESP_USA,ESP_1997,USA_1997
192,1997,FIN,USA,3387.3696458351897,229104.77,15235673.0,0.00022233148,0.05330923,FIN_USA,FIN_1997,USA_1997
193,1997,FRA,USA,37456.351957014485,2476918.0,15235673.0,0.002458464,0.028159676,FRA_USA,FRA_1997,USA_1997
194,1997,GBR,USA,64319.8195629373,2459925.0,15235673.0,0.004221659,0.026430486,GBR_USA,GBR_1997,USA_1997
195,1997,GRC,USA,1034.9216842022552,213900.89,15235673.0,6.792753e-05,0.09521155,GRC_USA,GRC_1997,USA_1997
196,1997,HUN,USA,1458.0078448616578,97266.83,15235673.0,9.5696974e-05,0.027573865,HUN_USA,HUN_1997,USA_1997
197,1997,IDN,USA,10511.255189549356,559879.9,15235673.0,0.0006899108,0.0596122,IDN_USA,IDN_1997,USA_1997
198,1997,IND,USA,12172.67800517175,829047.75,15235673.0,0.000798959,0.05213997,IND_USA,IND_1997,USA_1997
199,1997,IRL,USA,8177.046304166454,164938.6,15235673.0,0.00053670397,0.014480041,IRL_USA,IRL_1997,USA_1997
200,1997,ITA,USA,30732.193533244303,2224223.8,15235673.0,0.0020171208,0.041619036,ITA_USA,ITA_1997,USA_1997
